0.000000000,0
0.023219954,0
0.046439909,0.087455
0.069659863,0.0864763
0.092879818,0.0875811
0.116099773,0.176273
0.139319727,0.473817
0.162539682,105.474
0.185759637,287.304
0.208979591,187.646
0.232199546,157.455
0.255419501,125.932
0.278639455,114.58
0.301859410,121.737
0.325079365,147.274
0.348299319,154.667
0.371519274,147.961
0.394739229,128.634
0.417959183,117.799
0.441179138,95.7114
0.464399092,89.6396
0.487619047,91.3387
0.510839002,92.9182
0.534058956,94.3493
0.557278911,100.775
0.580498866,91.4242
0.603718820,100.841
0.626938775,115.259
0.650158730,109.245
0.673378684,101.572
0.696598639,117.255
0.719818594,127.386
0.743038548,199.83
0.766258503,193.771
0.789478458,197.437
0.812698412,176.918
0.835918367,188.344
0.859138321,207.854
0.882358276,218.649
0.905578231,194.668
0.928798185,182.945
0.952018140,160.287
0.975238095,154.832
0.998458049,193.639
1.021678004,167.088
1.044897959,171.328
1.068117913,116.326
1.091337868,115.512
1.114557823,122.528
1.137777777,110.5
1.160997732,98.7783
1.184217687,150.994
1.207437641,141.286
1.230657596,163.295
1.253877551,157.964
1.277097505,153.707
1.300317460,125.834
1.323537414,157.242
1.346757369,149.005
1.369977324,138.57
1.393197278,127.674
1.416417233,144.237
1.439637188,106.137
1.462857142,167.54
1.486077097,112.281
1.509297052,129.56
1.532517006,82.3273
1.555736961,88.8858
1.578956916,71.9822
1.602176870,96.1667
1.625396825,99.5917
1.648616780,113.502
1.671836734,120.809
1.695056689,119.102
1.718276643,119.963
1.741496598,114.144
1.764716553,108.889
1.787936507,91.2254
1.811156462,95.76
1.834376417,91.3079
1.857596371,90.7435
1.880816326,126.215
1.904036281,159.606
1.927256235,180.149
1.950476190,185.483
1.973696145,221.986
1.996916099,161.426
2.020136054,175.089
2.043356009,188.405
2.066575963,189.887
2.089795918,179.801
2.113015873,161.281
2.136235827,168.437
2.159455782,169.465
2.182675736,158.343
2.205895691,165.902
2.229115646,143.716
2.252335600,121.87
2.275555555,113.846
2.298775510,99.378
2.321995464,109.492
2.345215419,104.511
2.368435374,85.3734
2.391655328,82.6911
2.414875283,83.9052
2.438095238,91.3058
2.461315192,117.353
2.484535147,147.398
2.507755102,133.985
2.530975056,122.418
2.554195011,116.672
2.577414965,113.127
2.600634920,102.49
2.623854875,110.196
2.647074829,103.143
2.670294784,132.005
2.693514739,122.308
2.716734693,117.477
2.739954648,116.465
2.763174603,97.5339
2.786394557,90.951
2.809614512,80.0196
2.832834467,90.333
2.856054421,106.283
2.879274376,110.537
2.902494331,138.861
2.925714285,109.782
2.948934240,110.572
2.972154195,134.844
2.995374149,113.728
3.018594104,236.006
3.041814058,194.361
3.065034013,215.47
3.088253968,222.196
3.111473922,211.838
3.134693877,214.865
3.157913832,198.143
3.181133786,200.026
3.204353741,213.547
3.227573696,178.964
3.250793650,158.707
3.274013605,161.464
3.297233560,154.958
3.320453514,148.634
3.343673469,148.01
3.366893424,140.606
3.390113378,127.178
3.413333333,120.124
3.436553287,130.914
3.459773242,133.818
3.482993197,180.52
3.506213151,167.397
3.529433106,157.814
3.552653061,167.89
3.575873015,161.08
3.599092970,157.748
3.622312925,139.475
3.645532879,179.054
3.668752834,133.329
3.691972789,141.337
3.715192743,152.301
3.738412698,141.159
3.761632653,149.073
3.784852607,164.748
3.808072562,165.021
3.831292517,155.835
3.854512471,142.88
3.877732426,108.765
3.900952380,121.808
3.924172335,138.159
3.947392290,123.751
3.970612244,115.546
3.993832199,102.798
4.017052154,113.828
4.040272108,96.0029
4.063492063,93.7329
4.086712018,80.4171
4.109931972,89.519
4.133151927,96.6211
4.156371882,101.421
4.179591836,149.684
4.202811791,220.576
4.226031746,194.271
4.249251700,206.455
4.272471655,179.05
4.295691609,190.267
4.318911564,209.027
4.342131519,214.134
4.365351473,205.703
4.388571428,202.962
4.411791383,199.906
4.435011337,195.846
4.458231292,195.76
4.481451247,215.739
4.504671201,220.186
4.527891156,180.618
4.551111111,194.411
4.574331065,170.493
4.597551020,153.639
4.620770975,146.785
4.643990929,128.275
4.667210884,144.86
4.690430839,141.136
4.713650793,127.385
4.736870748,122.088
4.760090702,118.253
4.783310657,124.93
4.806530612,133.797
4.829750566,127.747
4.852970521,103.696
4.876190476,117.966
4.899410430,101.962
4.922630385,100.631
4.945850340,98.8982
4.969070294,127.01
4.992290249,111.379
5.015510204,99.4768
5.038730158,111.364
5.061950113,102.46
5.085170068,111.978
5.108390022,112.233
5.131609977,123.956
5.154829931,122.396
5.178049886,112.318
5.201269841,82.0341
5.224489795,107.444
5.247709750,84.2613
5.270929705,105.91
